player_id,cluster,mean_status_WIN,mean_status_LOSE,mean_status_timeout,mean_completing_ratio,mean_kills,mean_kills_by_fire,mean_kills_by_stomp,mean_kills_by_shell,mean_lives,mean_coins,mean_trajectory_length,total_runs,runner_ratio,killer_ratio,collector_ratio
067d54d0-b2cc-4d65-9348-f1dae3fc9398,2,0.0,1.0,0.0,0.5944840013980865,2.0,0.0,1.3333333333333333,0.0,0.0,3.6666666666666665,1272.6666666666667,3,0.0,0.0,0.0
08836143-6ee3-439a-96fc-01d1ef8931b6,2,0.3333333333333333,0.6666666666666666,0.0,0.8430355389912924,6.0,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,3.3333333333333335,1238.6666666666667,3,0.0,0.0,0.0
0af703b3-a499-45df-93df-53052633ff12,2,0.5,0.5,0.0,0.8306011855602264,7.5,0.0,4.0,1.0,0.0,6.5,2367.5,2,0.0,0.0,0.0
0efc394c-f40d-4a2c-b436-95edd8772331,2,0.3333333333333333,0.6666666666666666,0.0,0.6817340354124705,4.333333333333333,0.0,2.6666666666666665,0.0,0.0,6.0,2167.6666666666665,3,0.0,0.0,0.0
2831d68c-40b8-4ba0-8974-1afacaed6762,2,0.6666666666666666,0.3333333333333333,0.0,0.9070547024408976,2.3333333333333335,0.0,1.6666666666666667,0.0,1.0,8.0,3405.3333333333335,3,0.0,0.0,0.0
39ff859b-7673-4af8-b0fc-7d04b78d0636,2,0.5,0.5,0.0,0.9467032551765442,5.5,0.0,3.0,1.0,1.0,9.5,2147.0,2,0.0,0.0,0.0
3a23e6d4-f5df-47bb-ab0d-fe9c07d56565,2,0.6666666666666666,0.3333333333333333,0.0,0.9174990256627401,3.3333333333333335,0.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,2.6666666666666665,1498.6666666666667,3,0.0,0.0,0.0
3b6c9df2-5083-4d49-9861-cbe74afe4619,2,0.5,0.5,0.0,0.8431139290332794,8.25,0.0,4.0,0.75,0.25,6.75,2038.0,4,0.0,0.0,0.0
43cb580e-dcc1-438e-b4dc-19303e208aaf,2,0.5,0.5,0.0,0.7428530603647232,3.0,0.0,2.5,0.0,1.0,3.0,2630.5,2,0.0,0.0,0.0
44879868-740b-45b1-9c0c-a7389bf02cba,2,0.0,1.0,0.0,0.7883291840553284,20.0,0.0,18.0,1.0,0.0,4.0,1773.0,1,0.0,0.0,0.0
521d38d2-89b4-4fee-b5dd-d18f42a216e6,2,0.5,0.5,0.0,0.7622382342815399,4.0,0.0,2.0,1.0,0.5,5.5,1514.5,2,0.0,0.0,0.0
682c494e-d831-4220-a5a4-fc4ba17165db,2,0.0,1.0,0.0,0.6096985340118408,11.0,0.0,4.0,4.0,0.0,6.0,2191.0,1,0.0,0.0,0.0
6d710075-57ba-4545-bc65-e2a274f9f92b,2,0.0,1.0,0.0,0.392533253878355,1.5,0.0,0.5,0.0,0.0,3.0,839.5,2,0.0,0.0,0.0
70d6994c-b6d4-4e92-9d50-e1c25931d401,2,0.0,1.0,0.0,0.6967545747756958,9.0,0.0,4.0,0.0,0.0,5.0,3132.0,1,0.0,0.0,0.0
7fc6f124-dc9e-4a87-ab19-e851f9d9de67,2,0.3333333333333333,0.6666666666666666,0.0,0.9522376457850138,8.0,0.0,2.3333333333333335,2.0,1.0,5.666666666666667,2016.3333333333333,3,0.0,0.0,0.0
8ad0e653-d918-447f-b8c2-53fcdffd6c1e,2,0.0,1.0,0.0,0.7194506525993347,4.0,0.0,1.0,1.0,0.0,8.0,2145.0,1,0.0,0.0,0.0
8ca1d2dc-4daa-44d9-a842-659c691eac35,2,0.0,1.0,0.0,0.6232306559880575,5.666666666666667,0.0,3.0,1.6666666666666667,0.0,5.666666666666667,2021.0,3,0.0,0.0,0.0
a42ef195-3c84-4af5-bd52-9438c0d2b186,2,0.0,1.0,0.0,0.7840752601623535,0.0,0.0,0.0,0.0,0.0,4.0,1591.0,1,0.0,0.0,0.0
b0e1b70f-4fab-4540-bb3c-3bdbdfaf3cfe,2,0.5,0.5,0.0,0.7708718851208687,5.0,0.0,2.5,1.0,1.25,4.5,1434.5,4,0.0,0.0,0.0
b11e2911-4d8f-48f0-bc28-8db6c9d0ffd5,2,0.5,0.5,0.0,0.8889550268650055,7.0,0.0,3.25,1.0,0.75,9.25,2953.5,4,0.0,0.0,0.0
b27967e0-d66f-4297-8e27-c280edf5cbcb,2,0.5,0.5,0.0,0.9605008512735367,11.25,0.0,7.0,3.0,0.75,5.25,1141.5,4,0.0,0.0,0.0
b3e007dd-ff6c-40af-9683-a347df06b134,2,0.0,1.0,0.0,0.5116491913795471,15.0,0.0,10.0,3.0,0.0,2.0,2158.0,1,0.0,0.0,0.0
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89,2,0.5,0.5,0.0,0.9176386296749115,5.25,0.0,3.75,0.0,0.75,4.0,2150.75,4,0.0,0.0,0.0
c4699748-0982-4c0d-97ec-287b108f8897,2,0.25,0.75,0.0,0.7455958127975464,12.0,0.0,8.75,1.5,0.0,12.0,2371.25,4,0.0,0.0,0.0
cf8680ff-9cc5-4a30-b2f1-0e6ceaf39e9c,2,0.3333333333333333,0.6666666666666666,0.0,0.8328108588854471,6.333333333333333,0.0,3.6666666666666665,0.3333333333333333,0.6666666666666666,16.333333333333332,1792.6666666666667,3,0.0,0.0,0.0
cf9eaa65-e5fe-45ce-ab87-c2a4fccfff0b,2,0.0,1.0,0.0,0.5742800831794739,8.0,0.0,4.0,0.0,0.0,0.0,2227.0,1,0.0,0.0,0.0
cfa734c5-6381-48bc-9a44-436292751245,2,0.0,1.0,0.0,0.8781621853510538,2.3333333333333335,0.0,0.0,0.0,0.0,9.0,2417.0,3,0.0,0.0,0.0
daeba09e-2e25-49f2-bc1f-182fd053f3a4,2,0.5,0.5,0.0,0.9013370126485825,3.25,0.0,1.25,0.75,0.5,4.75,1399.5,4,0.0,0.0,0.0
f1db3f62-7202-4d4f-ab26-8f7b7cb62c2a,2,0.5,0.5,0.0,0.9572971165180206,13.0,0.0,7.0,0.5,1.5,9.5,2435.5,2,0.0,0.0,0.0
f51c61ef-825a-45c2-ac37-22a2c895cd41,2,0.25,0.75,0.0,0.7338931486010551,5.75,0.0,5.5,0.0,0.5,3.25,1868.5,4,0.0,0.0,0.0
f5316da9-ca44-46c2-937a-c669e5689fad,2,0.3333333333333333,0.6666666666666666,0.0,0.8804246187210083,12.333333333333334,0.0,4.0,0.6666666666666666,1.0,8.333333333333334,1716.0,3,0.0,0.0,0.0
f70206b2-9f39-46ed-a0a8-5ef111e5efae,2,0.3333333333333333,0.6666666666666666,0.0,0.8620144327481588,3.0,0.0,2.0,0.6666666666666666,0.6666666666666666,5.666666666666667,1632.0,3,0.0,0.0,0.0
fa5a99b6-80d0-49ce-b93f-b2889b2935c2,2,0.0,1.0,0.0,0.3044545538723469,4.75,0.0,3.0,0.25,0.0,3.25,1544.75,4,0.0,0.0,0.0
2900ca9a-fb65-48a1-99e8-fa26abc80c0b,3,0.0,1.0,0.0,0.328279584646225,20.0,0.0,15.0,2.0,0.0,4.0,1370.0,1,0.0,0.0,0.0
a8a21297-e295-439a-b37c-a57c1a348578,3,1.0,0.0,0.0,1.0,17.0,0.0,3.0,13.0,2.0,1.0,1184.0,1,0.0,0.0,0.0
f46dc364-473c-4af6-8661-01e445e6f3db,3,0.0,1.0,0.0,0.33996888746817905,11.666666666666666,0.0,7.0,4.333333333333333,0.0,3.6666666666666665,1617.6666666666667,3,0.0,0.0,0.0
0c490eda-0204-4232-aca2-4918ee2e8bf8,5,0.5,0.5,0.0,0.9258835017681122,4.0,0.0,2.0,0.0,1.5,5.0,1973.0,2,0.0,0.0,0.0
0f50778b-e4b6-4e32-b4f7-1e8d42bc103d,5,1.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,1.5,5.0,1774.0,2,0.0,0.0,0.0
10076030-cd09-4885-95f3-6ac9425016ec,5,0.75,0.25,0.0,0.8091028779745102,7.25,0.0,3.75,1.75,1.0,15.5,1732.25,4,0.0,0.0,0.0
105c0e47-62cc-417d-9ffc-4dd7da969125,5,0.75,0.25,0.0,0.969475507736206,7.75,0.0,5.25,0.5,1.25,6.75,2197.5,4,0.0,0.0,0.0
1ad4daba-e8aa-483d-b19c-35350298d740,5,1.0,0.0,0.0,1.0,9.5,0.0,4.0,1.0,2.25,6.75,2116.0,4,0.0,0.0,0.0
1dde97e4-3c95-4369-8793-baee2d3216f3,5,1.0,0.0,0.0,1.0,10.0,0.0,6.0,1.0,1.0,4.0,2196.0,1,0.0,0.0,0.0
1f832b78-6dd1-4b19-b30b-51960d91b031,5,1.0,0.0,0.0,1.0,6.25,0.0,3.0,0.0,3.0,10.75,1745.0,4,0.0,0.0,0.0
28421ba1-9bc5-43b1-a287-2a5bd3554433,5,0.75,0.25,0.0,0.9195074886083603,10.5,0.0,3.25,0.0,0.0,3.75,2817.25,4,0.0,0.0,0.0
2f8867e8-63a9-49b2-b90f-3796db45201d,5,0.5,0.5,0.0,0.9703277349472046,8.0,0.0,4.0,2.0,1.0,8.0,2672.5,2,0.0,0.0,0.0
30a3a049-3bd8-4990-a9fc-8e86de0afd8e,5,1.0,0.0,0.0,1.0,5.0,0.0,2.5,0.0,2.5,2.5,1295.0,2,0.0,0.0,0.0
33253213-2bfe-40e3-8131-2e175da84c1c,5,1.0,0.0,0.0,1.0,6.5,0.0,5.5,0.5,0.0,10.5,2616.0,2,0.0,0.0,0.0
3b52e316-5a0e-4068-9df4-576f65c6ee7b,5,1.0,0.0,0.0,1.0,12.0,0.0,9.0,1.0,5.0,12.0,2455.0,1,0.0,0.0,0.0
3b8d2496-d662-46f2-9849-c09fd9fa1646,5,0.6666666666666666,0.3333333333333333,0.0,0.9139397939046224,7.333333333333333,0.0,2.0,0.0,0.6666666666666666,7.666666666666667,1522.0,3,0.0,0.0,0.0
4013d0a0-8554-4fdb-9e59-aa8409877849,5,0.75,0.25,0.0,0.8659303039312363,2.25,0.0,1.25,0.0,0.75,3.0,1460.75,4,0.0,0.0,0.0
41fdb80c-6516-4d73-8b79-6f863a3287d0,5,0.6666666666666666,0.3333333333333333,0.0,0.948349396387736,7.666666666666667,0.0,2.0,1.0,0.0,5.666666666666667,2429.0,3,0.0,0.0,0.0
4324f040-147a-443b-b639-125efb4faf24,5,0.5,0.5,0.0,0.9213559329509735,16.5,0.0,7.0,0.0,0.5,9.0,2081.0,2,0.0,0.0,0.0
4a41095c-af10-4826-a020-f46e74ae8355,5,1.0,0.0,0.0,1.0,7.25,0.0,3.0,1.25,2.0,9.0,1745.5,4,0.0,0.0,0.0
56f050c3-595e-40c7-a656-21076e66917f,5,1.0,0.0,0.0,1.0,11.0,0.0,4.333333333333333,6.0,2.3333333333333335,15.666666666666666,2070.6666666666665,3,0.0,0.0,0.0
5dd03508-7b35-4f59-b365-2089bd8a3ae7,5,0.75,0.25,0.0,0.9250327348709106,8.75,0.0,3.75,1.5,0.75,8.25,1841.5,4,0.0,0.0,0.0
735b485e-f9ca-4749-aa61-aa2a98a00d18,5,1.0,0.0,0.0,1.0,4.333333333333333,0.0,2.0,0.3333333333333333,2.3333333333333335,4.666666666666667,1867.6666666666667,3,0.0,0.0,0.0
73793320-1d3e-42d8-afa1-e7260980cd3c,5,0.6666666666666666,0.3333333333333333,0.0,0.9471146066983541,2.3333333333333335,0.0,2.0,0.3333333333333333,0.6666666666666666,8.0,2308.0,3,0.0,0.0,0.0
769a7824-b9fe-4936-b87b-cab185803a17,5,1.0,0.0,0.0,1.0,7.5,0.25,4.0,0.75,2.5,8.75,1751.0,4,0.0,0.0,0.0
85be412a-dc18-4714-a556-d199f984209c,5,0.5,0.5,0.0,0.6236973628401756,5.0,0.0,4.0,1.0,0.5,3.5,1661.0,2,0.0,0.0,0.0
8b1fe243-3a4d-4c3d-ac18-b251cc558b05,5,1.0,0.0,0.0,1.0,3.25,0.0,2.75,0.25,3.0,7.25,1781.75,4,0.0,0.0,0.0
90237211-82c9-4695-9a59-8d975f6bef3a,5,1.0,0.0,0.0,1.0,16.75,0.0,6.5,8.0,2.25,10.0,1935.75,4,0.0,0.0,0.0
95c108b2-2aa7-4a86-84b1-5c01d2455ec0,5,1.0,0.0,0.0,1.0,3.6666666666666665,0.0,2.3333333333333335,0.0,3.6666666666666665,6.333333333333333,1532.6666666666667,3,0.0,0.0,0.0
a107d2f0-b4b0-4782-8416-1d1219f13fc5,5,1.0,0.0,0.0,1.0,6.75,0.0,3.0,0.75,1.75,3.25,1736.0,4,0.0,0.0,0.0
a26fa938-16d9-4751-9d7b-542fb44a0ee8,5,0.6,0.4,0.0,0.8941110014915467,7.0,0.0,2.8,0.6,0.2,3.8,2369.2,5,0.0,0.0,0.0
a3bbdd04-4020-4bc8-95d2-692568fe9115,5,0.75,0.25,0.0,0.8425751700997353,6.25,0.0,2.0,1.0,1.25,5.0,1743.5,4,0.0,0.0,0.0
a680318c-8079-4ec8-9ea6-80ae2addc343,5,0.5,0.5,0.0,0.6439788043498993,8.0,0.0,4.5,3.5,1.5,4.0,1691.0,2,0.0,0.0,0.0
a89045cd-3900-400f-85c2-74b49190c972,5,1.0,0.0,0.0,1.0,5.25,0.0,2.5,0.0,1.5,8.0,2053.5,4,0.0,0.0,0.0
ab233937-5e24-4c8a-a294-cfe793cbed00,5,1.0,0.0,0.0,1.0,4.666666666666667,0.0,1.0,0.0,2.6666666666666665,9.666666666666666,1693.0,3,0.0,0.0,0.0
c748f87a-7274-4058-bfaa-e667a5a2fe46,5,1.0,0.0,0.0,1.0,10.0,0.0,7.0,2.0,0.0,10.0,2818.0,1,0.0,0.0,0.0
c90996eb-23a6-4e52-a513-6064c2a1cc08,5,1.0,0.0,0.0,1.0,10.0,0.0,4.333333333333333,1.3333333333333333,2.0,11.0,2253.3333333333335,3,0.0,0.0,0.0
ce5962ee-255c-43eb-a572-52a202225300,5,1.0,0.0,0.0,1.0,18.0,0.0,14.0,1.0,0.0,4.0,2274.0,1,0.0,0.0,0.0
d19a149b-1d08-4720-bc60-716abcb6be88,5,0.5,0.5,0.0,0.760918952524662,8.0,0.0,7.0,0.5,0.0,4.5,1395.0,4,0.0,0.0,0.0
d2e85f74-0303-4961-aee4-8ab04b416f98,5,1.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,8.5,1829.5,2,0.0,0.0,0.0
df68c988-120e-42a0-a498-7d7a567e9bc3,5,0.75,0.25,0.0,0.9930143654346466,14.0,0.0,6.75,5.0,0.25,13.75,2413.5,4,0.0,0.0,0.0
e357e3de-be46-4360-b98a-d4c599431be7,5,1.0,0.0,0.0,1.0,5.833333333333333,0.0,2.6666666666666665,0.8333333333333334,2.5,9.833333333333334,2508.3333333333335,6,0.0,0.0,0.0
e552776d-f5fc-45a8-83ac-cf12fbe2a5c1,5,0.6666666666666666,0.3333333333333333,0.0,0.9495223561922709,4.333333333333333,0.0,2.6666666666666665,0.6666666666666666,1.0,8.0,1699.6666666666667,3,0.0,0.0,0.0
e8fa1eee-54e3-49af-bd53-33de244a87be,5,0.6666666666666666,0.3333333333333333,0.0,0.817471573750178,8.666666666666666,0.0,5.0,1.3333333333333333,1.6666666666666667,6.666666666666667,2128.0,3,0.0,0.0,0.0
