player_id,cluster,mean_status_WIN,mean_status_LOSE,mean_status_timeout,mean_completing_ratio,mean_kills,mean_kills_by_fire,mean_kills_by_stomp,mean_kills_by_shell,mean_lives,mean_trajectory_length,total_runs,runner_ratio,killer_ratio,collector_ratio
08836143-6ee3-439a-96fc-01d1ef8931b6,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.8020756010498319,5.714285714285714,0.0,2.7142857142857144,1.2857142857142858,1.1428571428571428,1104.857142857143,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
0c490eda-0204-4232-aca2-4918ee2e8bf8,0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.7452049893992287,7.0,0.0,5.142857142857143,1.1428571428571428,2.0,1780.2857142857142,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
0c742b9d-e162-44c4-b3c9-13447fd0d608,0,1.0,0.0,0.0,1.0,3.857142857142857,0.0,2.5714285714285716,0.0,2.5714285714285716,1164.4285714285713,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
0cbaa3ae-5376-4d7f-8053-7daba92be456,0,0.7142857142857143,0.2857142857142857,0.0,0.9304386121886117,6.0,0.0,3.2857142857142856,1.2857142857142858,1.7142857142857142,1152.7142857142858,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
1ad4daba-e8aa-483d-b19c-35350298d740,0,0.8571428571428571,0.14285714285714285,0.0,0.9878095984458923,9.714285714285714,0.0,5.714285714285714,1.4285714285714286,1.2857142857142858,1836.2857142857142,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
1f832b78-6dd1-4b19-b30b-51960d91b031,0,0.7142857142857143,0.2857142857142857,0.0,0.9146131021635873,8.0,0.0,4.142857142857143,1.5714285714285714,2.4285714285714284,1520.5714285714287,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
2482c1ca-0da2-4288-a8a6-c5e41050e310,0,0.8571428571428571,0.14285714285714285,0.0,0.9923890829086304,7.857142857142857,0.0,4.714285714285714,1.8571428571428572,1.5714285714285714,1208.857142857143,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
2f12fa57-37c6-4486-be84-ac4e5dc569c2,0,0.7142857142857143,0.2857142857142857,0.0,0.9218546833310809,8.285714285714286,0.0,5.857142857142857,0.5714285714285714,0.5714285714285714,1388.142857142857,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
3a23e6d4-f5df-47bb-ab0d-fe9c07d56565,0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.8221592682945941,3.2857142857142856,0.0,2.7142857142857144,0.2857142857142857,1.5714285714285714,1176.0,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
3e9a9746-8dd9-4860-9079-dee242ceb868,0,0.5714285714285714,0.42857142857142855,0.0,0.9326969725745065,8.142857142857142,0.0,5.285714285714286,1.5714285714285714,1.5714285714285714,1561.142857142857,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
