player_id,cluster,mean_status_WIN,mean_status_LOSE,mean_status_timeout,mean_completing_ratio,mean_kills,mean_kills_by_fire,mean_kills_by_stomp,mean_kills_by_shell,mean_lives,mean_coins,mean_trajectory_length,total_runs,runner_ratio,killer_ratio,collector_ratio
0efc394c-f40d-4a2c-b436-95edd8772331,0,0.3333333333333333,0.6666666666666666,0.0,0.6817340354124705,0.0,0.0,0.0,0.0,0.0,0.0,2122.6666666666665,3,0.0,0.0,0.0
0f50778b-e4b6-4e32-b4f7-1e8d42bc103d,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1742.5,2,0.0,0.0,0.0
10076030-cd09-4885-95f3-6ac9425016ec,0,0.75,0.25,0.0,0.8091028779745102,0.0,0.0,0.0,0.0,1.0,0.0,1682.75,4,0.0,0.0,0.0
105c0e47-62cc-417d-9ffc-4dd7da969125,0,0.75,0.25,0.0,0.969475507736206,0.0,0.0,0.0,0.0,1.25,0.0,2157.0,4,0.0,0.0,0.0
1ad4daba-e8aa-483d-b19c-35350298d740,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.25,0.0,2086.75,4,0.0,0.0,0.0
1dde97e4-3c95-4369-8793-baee2d3216f3,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2160.0,1,0.0,0.0,0.0
1f832b78-6dd1-4b19-b30b-51960d91b031,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1724.75,4,0.0,0.0,0.0
2482c1ca-0da2-4288-a8a6-c5e41050e310,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1385.0,4,0.0,0.0,0.0
28421ba1-9bc5-43b1-a287-2a5bd3554433,0,0.75,0.25,0.0,0.9195074886083603,0.0,0.0,0.0,0.0,0.0,0.0,2767.75,4,0.0,0.0,0.0
2a8b8b1b-a314-4c4d-9721-8b94797932fb,0,0.75,0.25,0.0,0.9379163980484009,0.0,0.0,0.0,0.0,1.75,0.0,2471.75,4,0.0,0.0,0.0
2f12fa57-37c6-4486-be84-ac4e5dc569c2,0,0.75,0.25,0.0,0.9748637229204178,0.0,0.0,0.0,0.0,0.75,0.0,1475.5,4,0.0,0.0,0.0
39ff859b-7673-4af8-b0fc-7d04b78d0636,0,0.5,0.5,0.0,0.9467032551765442,0.0,0.0,0.0,0.0,1.0,0.0,2111.0,2,0.0,0.0,0.0
3b52e316-5a0e-4068-9df4-576f65c6ee7b,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2455.0,1,0.0,0.0,0.0
3e9a9746-8dd9-4860-9079-dee242ceb868,0,0.75,0.25,0.0,0.9756534248590469,0.0,0.0,0.0,0.0,2.0,0.0,1692.25,4,0.0,0.0,0.0
